COL|Concrete_35|22.13|-14.98|1.00|5.78|0.00
COL|Concrete_36|22.13|-20.68|1.00|5.78|0.00
COL|Concrete_37|24.82|-23.71|1.00|5.78|-1.59
COL|Concrete_38|27.05|-23.68|1.00|5.78|-1.59
COL|ManualBuilding_House5|33.04|-14.56|13.77|14.54|1.59
COL|ManualBuilding_House6|70.04|-19.68|23.04|30.00|0.00
COL|Concrete_39|36.94|-23.51|1.00|5.78|-1.59
COL|Concrete_40|40.65|-23.45|1.00|5.78|-1.59
COL|Concrete_41|44.19|-5.36|1.00|5.78|-0.01
COL|Concrete_42|44.27|-10.81|1.00|5.78|-0.01
COL|Concrete_43|44.34|-16.39|1.00|5.78|-0.01
COL|Concrete_44|44.40|-20.72|1.00|5.78|-0.01
COL|Concrete_45|41.84|-23.43|1.00|5.78|-1.59
COL|Concrete_46|44.26|-0.22|1.00|5.78|-0.01
COL|Concrete_47|44.05|5.19|1.00|5.78|-0.01
COL|Concrete_48|43.98|10.73|1.00|5.78|-0.01
COL|Concrete_49|43.90|16.43|1.00|5.78|-0.01
COL|Concrete_50|43.86|19.66|1.00|5.78|-0.01
COL|Concrete_51|56.90|-32.26|1.00|5.78|-0.01
COL|Concrete_52|56.67|-14.90|1.00|5.78|-0.01
COL|Concrete_53|56.59|-9.35|1.00|5.78|-0.01
COL|Concrete_54|56.52|-3.83|1.00|5.78|-0.01
COL|Concrete_55|56.45|1.69|1.00|5.78|-0.01
COL|Concrete_56|56.37|7.50|1.00|5.78|-0.01
COL|Concrete_57|46.50|22.45|1.00|5.78|1.56
COL|Concrete_58|51.98|22.52|1.00|5.78|1.56
COL|Concrete_59|57.43|22.58|1.00|5.78|1.56
COL|Concrete_60|63.06|22.65|1.00|5.78|1.56
COL|Concrete_61|68.31|22.71|1.00|5.78|1.56
COL|Concrete_62|71.09|20.05|1.00|5.78|-3.13
COL|Concrete_63|71.04|14.61|1.00|5.78|-3.13
COL|Concrete_64|70.99|9.19|1.00|5.78|-3.13
COL|Manual_Buddha|61.43|-0.78|6.18|10.00|-1.57
COL|Concrete_65|56.74|-20.55|1.00|5.78|-0.01
COL|Concrete_66|59.62|-35.31|1.00|5.78|-1.58
COL|Concrete_67|64.99|-35.24|1.00|5.78|-1.58
COL|Concrete_68|70.34|-35.17|1.00|5.78|-1.58
COL|Concrete_69|75.62|-35.11|1.00|5.78|-1.58
COL|Concrete_70|79.08|-35.06|1.00|5.78|-1.58
COL|Concrete_71|82.15|-32.32|1.00|5.78|3.13
COL|Concrete_72|82.11|-26.81|1.00|5.78|3.13
COL|Concrete_73|82.07|-21.57|1.00|5.78|3.13
COL|Concrete_74|82.04|-16.37|1.00|5.78|3.13
COL|Concrete_75|82.00|-11.03|1.00|5.78|3.13
COL|Concrete_76|81.97|-5.73|1.00|5.78|3.13
COL|Concrete_77|81.93|-0.55|1.00|5.78|3.13
COL|Concrete_78|81.90|3.90|1.00|5.78|3.13
COL|Concrete_79|78.76|6.55|1.00|5.78|1.56
COL|Concrete_80|74.14|6.52|1.00|5.78|1.56
COL|Concrete_81|-36.73|22.86|1.00|5.78|-1.57
COL|Concrete_82|-39.40|26.00|1.00|5.78|0.02
COL|Concrete_83|-39.31|31.78|1.00|5.78|0.02
COL|Concrete_84|-39.22|37.45|1.00|5.78|0.02
COL|Concrete_85|-39.13|42.76|1.00|5.78|0.02
COL|Concrete_86|-39.05|47.68|1.00|5.78|0.02
COL|Concrete_87|-38.96|53.31|1.00|5.78|0.02
COL|Concrete_88|-38.88|58.57|1.00|5.78|0.02
COL|Concrete_89|-38.79|63.98|1.00|5.78|0.02
COL|Concrete_90|-38.70|69.51|1.00|5.78|0.02
COL|Concrete_91|-38.60|75.78|1.00|5.78|0.02
COL|Concrete_92|3.12|32.59|1.00|5.78|-1.57
COL|Concrete_93|-3.33|32.59|1.00|5.78|-1.57
COL|Concrete_94|-9.00|32.59|1.00|5.78|-1.57
COL|Concrete_95|-14.52|32.59|1.00|5.78|-1.57
COL|Concrete_96|-20.04|32.60|1.00|5.78|-1.57
COL|Concrete_97|-24.70|32.60|1.00|5.78|-1.57
COL|Concrete_98|-29.03|32.60|1.00|5.78|-1.57
COL|Concrete_99|-3.31|71.32|1.00|5.78|-1.57
COL|Concrete_100|-8.98|71.32|1.00|5.78|-1.57
COL|Concrete_101|-14.50|71.33|1.00|5.78|-1.57
COL|Concrete_102|-20.02|71.33|1.00|5.78|-1.57
COL|Concrete_103|-24.68|71.33|1.00|5.78|-1.57
COL|Concrete_104|-28.98|71.31|1.00|5.78|-1.57
COL|Concrete_105|-32.15|35.36|1.00|5.78|0.02
COL|Concrete_106|-32.07|40.28|1.00|5.78|0.02
COL|Concrete_107|-31.98|45.90|1.00|5.78|0.02
COL|Concrete_108|-31.90|51.16|1.00|5.78|0.02
COL|Concrete_109|-31.78|52.78|1.00|5.78|0.02
COL|Concrete_110|-31.70|57.70|1.00|5.78|0.02
COL|Concrete_111|-31.61|63.45|1.00|5.78|0.02
COL|Concrete_112|-31.53|68.59|1.00|5.78|-0.01
COL|Concrete_113|-3.31|71.32|1.00|5.78|-1.57
COL|Concrete_114|-8.98|71.32|1.00|5.78|-1.57
COL|Concrete_115|-14.50|71.33|1.00|5.78|-1.57
COL|Concrete_116|-20.02|71.33|1.00|5.78|-1.57
COL|Concrete_117|-24.68|71.33|1.00|5.78|-1.57
COL|Concrete_118|-28.98|71.31|1.00|5.78|-1.57
COL|Concrete_119|-10.12|78.71|1.00|5.78|-1.57
COL|Concrete_120|-15.78|78.71|1.00|5.78|-1.57
COL|Concrete_121|-21.31|78.71|1.00|5.78|-1.57
COL|Concrete_122|-26.83|78.71|1.00|5.78|-1.57
COL|Concrete_123|-31.49|78.71|1.00|5.78|-1.57
COL|Concrete_124|-35.79|78.69|1.00|5.78|-1.57
COL|Concrete_125|-10.12|78.71|1.00|5.78|-1.57
COL|Concrete_126|-15.78|78.71|1.00|5.78|-1.57
COL|Concrete_127|-21.31|78.71|1.00|5.78|-1.57
COL|Concrete_128|-26.83|78.71|1.00|5.78|-1.57
COL|Concrete_129|-31.49|78.71|1.00|5.78|-1.57
COL|Concrete_130|-35.79|78.69|1.00|5.78|-1.57
COL|Concrete_131|-38.61|74.79|1.00|5.78|0.02
COL|Concrete_132|-3.31|78.70|1.00|5.78|-1.57
COL|Concrete_133|-5.46|78.71|1.00|5.78|-1.57
COL|ManualBuilding_House3_Manual|-14.25|50.81|30.00|27.44|0.00
COL|Concrete_134|2.06|71.32|1.00|5.78|-1.57
COL|Concrete_135|5.93|35.26|1.00|5.78|0.02
COL|Concrete_136|6.01|40.52|1.00|5.78|0.02
COL|Concrete_137|6.13|42.14|1.00|5.78|0.02
COL|Concrete_138|6.21|47.06|1.00|5.78|0.02
COL|Concrete_139|6.30|52.81|1.00|5.78|0.02
COL|Concrete_140|6.53|63.42|1.00|5.78|0.02
COL|Concrete_141|6.63|68.23|1.00|5.78|0.02
COL|Concrete_142|4.02|71.32|1.00|5.78|-1.57
COL|Concrete_143|2.17|78.70|1.00|5.78|-1.57
COL|Concrete_144|4.37|78.70|1.00|5.78|-1.57
COL|Tree_Manual_3|-40.00|11.69|26.86|26.70|0.00
COL|Tree_Manual_4|-40.00|-7.66|26.86|26.70|0.00
COL|Tree_Manual_5|-51.67|36.85|26.86|26.70|0.00
COL|Tree_Manual_6|-51.67|59.97|26.86|26.70|0.00
COL|Tree_Manual_7|-51.67|79.72|26.86|26.70|0.00
COL|ManualBuilding_House7|45.89|-70.26|44.86|58.43|-3.12
COL|Concrete_145|43.56|-35.51|1.00|5.78|-1.58
COL|Concrete_146|48.92|-35.45|1.00|5.78|-1.58
COL|Concrete_147|54.28|-35.38|1.00|5.78|-1.58
COL|Concrete_148|32.77|-35.65|1.00|5.78|-1.58
COL|Concrete_149|38.13|-35.58|1.00|5.78|-1.58
COL|Concrete_150|24.78|-35.75|1.00|5.78|-1.58
COL|Concrete_151|28.45|-35.70|1.00|5.78|-1.58
COL|Concrete_152|22.13|-38.96|1.00|5.78|0.00
COL|Concrete_153|22.13|-44.68|1.00|5.78|0.00
COL|Concrete_154|22.13|-86.51|1.00|5.78|0.00
COL|Concrete_155|22.13|-91.87|1.00|5.78|0.00
COL|Concrete_156|22.13|-97.06|1.00|5.78|0.00
COL|Concrete_157|22.13|-102.27|1.00|5.78|0.00
COL|Concrete_158|22.13|-107.38|1.00|5.78|0.00
COL|Concrete_159|22.13|-112.47|1.00|5.78|0.00
COL|Concrete_160|22.13|-117.62|1.00|5.78|0.00
COL|Tree_Manual_8|33.88|-115.85|26.86|26.70|0.00
COL|Concrete_161|22.13|-122.65|1.00|5.78|0.00
COL|Concrete_162|5.57|-86.51|1.00|5.78|0.00
COL|Concrete_163|5.57|-91.87|1.00|5.78|0.00
COL|Concrete_164|5.57|-97.06|1.00|5.78|0.00
COL|Concrete_165|5.57|-102.27|1.00|5.78|0.00
COL|Concrete_166|5.57|-107.38|1.00|5.78|0.00
COL|Concrete_167|5.57|-112.47|1.00|5.78|0.00
COL|Concrete_168|5.57|-117.62|1.00|5.78|0.00
COL|Concrete_169|5.57|-122.65|1.00|5.78|0.00
COL|Concrete_170|-3.06|-50.38|1.00|5.78|-1.56
COL|Concrete_171|2.63|-50.33|1.00|5.78|-1.56
COL|Concrete_172|-8.24|-50.34|1.00|5.78|-1.56
COL|Concrete_173|-13.79|-50.30|1.00|5.78|-1.56
COL|Concrete_174|-19.18|-50.26|1.00|5.78|-1.56
COL|Concrete_175|-24.31|-50.22|1.00|5.78|-1.56
COL|Concrete_176|-29.71|-50.18|1.00|5.78|-1.56
COL|Concrete_177|-32.50|-50.16|1.00|5.78|-1.56
COL|Concrete_178|5.57|-53.14|1.00|5.78|0.00
COL|Concrete_179|5.57|-58.50|1.00|5.78|0.00
COL|Concrete_180|5.57|-63.69|1.00|5.78|0.00
COL|Concrete_181|5.57|-68.90|1.00|5.78|0.00
COL|Concrete_182|5.57|-74.01|1.00|5.78|0.00
COL|Concrete_183|5.57|-79.10|1.00|5.78|0.00
COL|Concrete_184|5.57|-84.25|1.00|5.78|0.00
COL|Tree_Manual_9|-6.01|-64.39|26.86|26.70|0.00
COL|Tree_Manual_10|-6.01|-83.14|26.86|26.70|0.00
COL|Tree_Manual_11|-6.01|-101.61|26.86|26.70|0.00
COL|Tree_Manual_12|-6.01|-119.06|26.86|26.70|0.00
COL|Tree_Manual_13|-6.01|-119.06|26.86|26.70|0.00
COL|Concrete_185|5.57|-86.51|1.00|5.78|0.00
COL|Concrete_186|5.57|-91.87|1.00|5.78|0.00
COL|Concrete_187|5.57|-97.06|1.00|5.78|0.00
COL|Concrete_188|5.57|-102.27|1.00|5.78|0.00
COL|Concrete_189|5.57|-107.38|1.00|5.78|0.00
COL|Concrete_190|5.57|-112.47|1.00|5.78|0.00
COL|Concrete_191|5.57|-117.62|1.00|5.78|0.00
COL|Concrete_192|5.57|-122.65|1.00|5.78|0.00
COL|Concrete_193|-3.06|-50.38|1.00|5.78|-1.56
COL|Concrete_194|2.63|-50.33|1.00|5.78|-1.56
COL|Concrete_195|-8.24|-50.34|1.00|5.78|-1.56
COL|Concrete_196|-13.79|-50.30|1.00|5.78|-1.56
COL|Concrete_197|-19.18|-50.26|1.00|5.78|-1.56
COL|Concrete_198|-24.31|-50.22|1.00|5.78|-1.56
COL|Concrete_199|-29.71|-50.18|1.00|5.78|-1.56
COL|Concrete_200|-32.50|-50.16|1.00|5.78|-1.56
COL|Concrete_201|5.57|-53.14|1.00|5.78|0.00
COL|Concrete_202|5.57|-58.50|1.00|5.78|0.00
COL|Concrete_203|5.57|-63.69|1.00|5.78|0.00
COL|Concrete_204|5.57|-68.90|1.00|5.78|0.00
COL|Concrete_205|5.57|-74.01|1.00|5.78|0.00
COL|Concrete_206|5.57|-79.10|1.00|5.78|0.00
COL|Concrete_207|5.57|-84.25|1.00|5.78|0.00
COL|Tree_Manual_14|-6.01|-83.14|26.86|26.70|0.00
COL|Tree_Manual_15|-6.01|-101.61|26.86|26.70|0.00
COL|Tree_Manual_16|-6.01|-119.06|26.86|26.70|0.00
COL|Tree_Manual_17|-6.01|-119.06|26.86|26.70|0.00
COL|Tree_Manual_18|-28.45|-101.61|26.86|26.70|0.00
COL|Tree_Manual_19|-28.45|-122.05|26.86|26.70|0.00
COL|Tree_Manual_20|-28.45|-83.80|26.86|26.70|0.00
COL|Tree_Manual_21|-28.45|-64.08|26.86|26.70|0.00
COL|Manual_Car1|-14.46|-44.05|5.80|10.00|1.19
COL|Manual_Car2|25.43|37.93|4.80|10.00|-0.90
COL|ManualBuilding_House8|33.72|50.00|22.90|30.00|-3.12
COL|Tree_Manual_22|53.63|-115.85|26.86|26.70|0.00
COL|Tree_Manual_23|71.48|-115.85|26.86|26.70|0.00
COL|Tree_Manual_24|71.48|-97.39|26.86|26.70|0.00
COL|Tree_Manual_25|71.48|-79.54|26.86|26.70|0.00
COL|Tree_Manual_26|71.48|-59.94|26.86|26.70|0.00
COL|Tree_Manual_27|71.48|-47.05|26.86|26.70|0.00
COL|UtilityPole_Road3|7.00|32.00|1.21|1.21|0.00
COL|UtilityPole_Road4|8.50|69.77|1.21|1.21|0.00
COL|UtilityPole_Road5|22.52|69.49|1.21|1.21|0.00
COL|UtilityPole_Road6|22.52|32.45|1.21|1.21|0.00
COL|UtilityPole_Road7|20.84|22.78|1.21|1.21|0.00
COL|UtilityPole_Road8|7.01|22.78|1.21|1.21|0.00
COL|Concrete_208|0.86|32.59|1.00|5.78|-1.57
COL|UtilityPole_Road9|7.01|-23.04|1.21|1.21|0.00
COL|UtilityPole_Road10|20.87|-23.04|1.21|1.21|0.00
COL|UtilityPole_Road11|20.87|-5.91|1.21|1.21|0.00
COL|UtilityPole_Road12|20.87|-35.81|1.21|1.21|0.00
COL|UtilityPole_Road13|7.10|-51.15|1.21|1.21|0.00
COL|UtilityPole_Road14|20.82|-84.09|1.21|1.21|0.00
COL|Concrete_209|36.56|33.44|1.00|5.78|1.56
COL|Concrete_210|32.75|19.51|1.00|5.78|-0.01
COL|Concrete_211|41.92|33.51|1.00|5.78|1.56
COL|Concrete_212|47.72|33.58|1.00|5.78|1.56
COL|Concrete_213|50.74|36.23|1.00|5.78|-0.02
COL|Concrete_214|50.61|41.69|1.00|5.78|-0.02
COL|Concrete_215|50.48|47.15|1.00|5.78|-0.02
COL|Concrete_216|50.35|52.34|1.00|5.78|-0.02
COL|Concrete_217|50.23|57.41|1.00|5.78|-0.02
COL|Concrete_218|50.11|62.38|1.00|5.78|-0.02
COL|Concrete_219|50.03|66.01|1.00|5.78|-0.02
COL|Concrete_220|47.05|68.81|1.00|5.78|1.61
COL|Concrete_221|41.62|69.01|1.00|5.78|1.61
COL|Concrete_222|36.44|69.21|1.00|5.78|1.61
COL|Concrete_223|31.39|69.39|1.00|5.78|1.61
COL|Concrete_224|26.63|69.57|1.00|5.78|1.61
COL|Concrete_225|32.11|78.28|1.00|5.78|1.61
COL|Concrete_226|26.59|78.49|1.00|5.78|1.61
COL|Concrete_227|37.88|78.07|1.00|5.78|1.61
COL|Concrete_228|43.27|77.87|1.00|5.78|1.61
COL|Concrete_229|48.48|77.67|1.00|5.78|1.61
COL|Concrete_230|54.02|77.47|1.00|5.78|1.61
COL|Concrete_231|56.51|41.83|1.00|5.78|-0.02
COL|Concrete_232|56.38|47.29|1.00|5.78|-0.02
COL|Concrete_233|56.26|52.48|1.00|5.78|-0.02
COL|Concrete_234|56.14|57.55|1.00|5.78|-0.02
COL|Concrete_235|56.02|62.52|1.00|5.78|-0.02
COL|Concrete_236|55.94|65.74|1.00|5.78|-0.02
COL|Concrete_237|56.64|36.72|1.00|5.78|-0.02
COL|Concrete_238|59.45|33.57|1.00|5.78|1.56
COL|Concrete_239|65.08|33.64|1.00|5.78|1.56
COL|Concrete_240|69.89|33.70|1.00|5.78|1.56
COL|Concrete_241|74.83|33.76|1.00|5.78|1.56
COL|Concrete_242|77.78|31.10|1.00|5.78|-3.13
COL|Concrete_243|77.73|25.59|1.00|5.78|-3.13
COL|Concrete_244|77.68|20.12|1.00|5.78|-3.13
COL|Concrete_245|77.64|15.72|1.00|5.78|-3.13
COL|Concrete_246|80.43|12.81|1.00|5.78|1.58
COL|Concrete_247|85.14|12.68|1.00|5.78|1.57
COL|Concrete_248|88.26|9.95|1.00|5.78|-3.14
COL|Concrete_249|88.24|4.56|1.00|5.78|-3.14
COL|Concrete_250|88.22|-0.39|1.00|5.78|-3.14
COL|Concrete_251|84.94|-2.95|1.00|5.78|1.58
COL|Concrete_252|59.62|77.26|1.00|5.78|1.61
COL|Concrete_253|65.36|77.04|1.00|5.78|1.61
COL|Concrete_254|70.59|76.85|1.00|5.78|1.61
COL|Concrete_255|58.69|68.32|1.00|5.78|1.61
COL|Concrete_256|64.14|68.12|1.00|5.78|1.61
COL|Concrete_257|75.35|67.91|1.00|5.78|1.61
COL|Concrete_258|75.96|76.65|1.00|5.78|1.61
COL|Concrete_259|81.53|76.44|1.00|5.78|1.61
COL|Concrete_260|87.10|76.23|1.00|5.78|1.61
COL|Concrete_261|92.62|76.03|1.00|5.78|1.61
COL|Concrete_262|98.01|75.83|1.00|5.78|1.61
COL|ShoppingStreetGate_Main|15.72|83.20|9.67|1.00|-3.13
COL|ManualBuilding_House9|74.58|52.17|30.00|28.81|0.00
COL|Concrete_263|69.55|67.91|1.00|5.78|1.61
COL|Concrete_264|86.67|67.91|1.00|5.78|1.61
COL|Concrete_265|80.99|67.91|1.00|5.78|1.61
COL|Concrete_266|90.38|67.91|1.00|5.78|1.61
COL|Concrete_268|101.07|65.52|1.00|5.78|-3.13
COL|Concrete_267|103.51|75.83|1.00|5.78|1.61
COL|Concrete_269|109.26|75.83|1.00|5.78|1.61
COL|Concrete_270|114.92|75.83|1.00|5.78|1.61
COL|Concrete_271|120.72|75.83|1.00|5.78|1.61
COL|Concrete_272|109.26|68.00|1.00|5.78|1.61
COL|Concrete_273|114.92|68.00|1.00|5.78|1.61
COL|Concrete_274|120.72|68.00|1.00|5.78|1.61
COL|Concrete_275|104.15|68.00|1.00|5.78|1.61
COL|Concrete_276|123.41|64.95|1.00|5.78|-3.13
COL|Concrete_277|123.41|59.42|1.00|5.78|-3.13
COL|Concrete_278|123.41|54.29|1.00|5.78|-3.13
COL|Concrete_279|123.41|48.83|1.00|5.78|-3.13
COL|Concrete_280|131.50|59.42|1.00|5.78|-3.13
COL|Concrete_281|131.50|54.29|1.00|5.78|-3.13
COL|Concrete_282|126.36|75.83|1.00|5.78|1.61
COL|Concrete_283|128.92|75.83|1.00|5.78|1.61
COL|Concrete_284|131.50|72.91|1.00|5.78|-3.13
COL|Concrete_285|131.50|67.92|1.00|5.78|-3.13
COL|Concrete_286|131.50|62.84|1.00|5.78|-3.13
COL|Concrete_287|126.07|45.80|1.00|5.78|1.60
COL|Concrete_288|131.90|45.80|1.00|5.78|1.60
COL|Concrete_289|137.51|45.80|1.00|5.78|1.60
COL|Concrete_290|143.20|45.80|1.00|5.78|1.60
COL|Concrete_291|134.31|51.38|1.00|5.78|1.60
COL|Concrete_292|139.96|51.38|1.00|5.78|1.60
COL|Concrete_293|143.41|51.38|1.00|5.78|1.60
COL|Concrete_294|145.79|48.62|1.00|5.78|-3.13
COL|Concrete_295|101.07|59.62|1.00|5.78|-3.13
COL|Concrete_296|101.07|53.77|1.00|5.78|-3.13
COL|Concrete_297|101.07|48.26|1.00|5.78|-3.13
COL|Concrete_298|101.07|42.45|1.00|5.78|-3.13
COL|Concrete_299|101.07|36.73|1.00|5.78|-3.13
COL|Concrete_300|92.87|65.07|1.00|5.78|-3.13
COL|Concrete_301|92.87|59.22|1.00|5.78|-3.13
COL|Concrete_302|92.87|53.71|1.00|5.78|-3.13
COL|Concrete_303|92.87|47.89|1.00|5.78|-3.13
COL|Concrete_304|101.07|30.86|1.00|5.78|-3.13
COL|Concrete_305|101.07|25.01|1.00|5.78|-3.13
COL|Concrete_306|101.07|19.50|1.00|5.78|-3.13
COL|Concrete_307|101.07|13.69|1.00|5.78|-3.13
COL|Concrete_308|101.07|59.62|1.00|5.78|-3.13
COL|Concrete_309|101.07|53.77|1.00|5.78|-3.13
COL|Concrete_310|101.07|48.26|1.00|5.78|-3.13
COL|Concrete_311|101.07|42.45|1.00|5.78|-3.13
COL|Concrete_312|93.08|36.24|1.00|5.78|-3.13
COL|Concrete_313|93.01|30.39|1.00|5.78|-3.13
COL|Concrete_314|93.01|24.88|1.00|5.78|-3.13
COL|Concrete_315|93.01|19.07|1.00|5.78|-3.13
COL|Concrete_316|93.01|13.52|1.00|5.78|-3.13
COL|Concrete_317|93.01|7.79|1.00|5.78|-3.13
COL|Concrete_318|93.01|6.69|1.00|5.78|-3.13
COL|Concrete_319|103.89|10.83|1.00|5.78|1.60
COL|Concrete_320|103.89|3.91|1.00|5.78|1.60
COL|Concrete_321|98.28|3.91|1.00|5.78|1.60
COL|Concrete_322|95.53|3.91|1.00|5.78|1.60
COL|Concrete_323|108.57|3.91|1.00|5.78|1.60
COL|Concrete_324|108.57|10.79|1.00|5.78|1.60
COL|Concrete_325|111.12|7.79|1.00|5.78|-3.13
COL|Concrete_326|111.12|6.61|1.00|5.78|-3.13
COL|Concrete_327|80.95|33.70|1.00|5.78|1.56
COL|Concrete_328|86.64|33.70|1.00|5.78|1.56
COL|Concrete_329|90.27|33.70|1.00|5.78|1.56
COL|UtilityPole_Road15|90.38|69.49|1.21|1.21|0.00
COL|UtilityPole_Road16|49.58|69.49|1.21|1.21|0.00
COL|Tree_Manual_28|112.45|42.15|26.86|26.70|0.00
COL|Tree_Manual_29|112.45|55.97|26.86|26.70|0.00
COL|Tree_Manual_30|112.45|25.68|26.86|26.70|0.00
COL|Tree_Manual_31|131.74|25.68|26.86|26.70|0.00
COL|Tree_Manual_32|133.79|35.20|26.86|26.70|0.00
COL|Tree_Manual_33|143.85|63.36|26.86|26.70|0.00
COL|Tree_Manual_34|96.71|-28.48|26.86|26.70|0.00
COL|Tree_Manual_35|96.71|-8.13|26.86|26.70|0.00
COL|Tree_Manual_36|121.56|0.99|26.86|26.70|0.00
COL|Tree_Manual_37|156.93|33.84|26.86|26.70|0.00
COL|Tree_Manual_38|-48.83|-56.58|26.86|26.70|0.00
COL|Concrete_330|8.26|-126.16|1.00|5.78|-1.57
COL|Concrete_331|14.09|-126.16|1.00|5.78|-1.57
COL|Concrete_332|19.49|-126.16|1.00|5.78|-1.57
COL|Tree_Manual_39|24.03|-140.76|26.86|26.70|0.00
COL|Tree_Manual_40|7.88|-140.76|26.86|26.70|0.00
